f_ghz,gain_imb_db,phase_imb_deg,cm_leak_dbc,cm_dm_db
2.951209229999999906e+00,1.183300000002773800e-04,3.460866000000351050e-02,-7.039718365000000233e+01,-7.310716530000000546e+01
3.019951719999999895e+00,1.239599999998119984e-04,3.541411000000493914e-02,-7.019728046000000177e+01,-7.290761829999999577e+01
3.090295429999999843e+00,1.298499999999869203e-04,3.623753000002238878e-02,-6.999738173000000074e+01,-7.270809319999999332e+01
3.162277659999999990e+00,1.360099999998531928e-04,3.708097999998472005e-02,-6.979748763999999994e+01,-7.250859099999999557e+01
3.235936569999999790e+00,1.424700000001166700e-04,3.794378000000619977e-02,-6.959759843000000501e+01,-7.230911279999999408e+01
3.311311209999999949e+00,1.492199999999499482e-04,3.882656000001816210e-02,-6.939771430000000407e+01,-7.210965960000000052e+01
3.388441559999999964e+00,1.562899999996147926e-04,3.972923999998556610e-02,-6.919783536999999285e+01,-7.191023239999999817e+01
3.467368500000000076e+00,1.636999999998778321e-04,4.065410999999130581e-02,-6.899796202999999650e+01,-7.171083260000000337e+01
3.548133889999999901e+00,1.714600000002342028e-04,4.159982999999556341e-02,-6.879809430000000248e+01,-7.151146119999999939e+01
3.630780549999999884e+00,1.795800000001790409e-04,4.256746999999450054e-02,-6.859823265999999364e+01,-7.131211960000000261e+01
3.715352289999999780e+00,1.880800000000348859e-04,4.355655000000524524e-02,-6.839837721000000670e+01,-7.111280899999999860e+01
3.801893960000000128e+00,1.969800000001242779e-04,4.457002999998849191e-02,-6.819852819000000466e+01,-7.091353089999999781e+01
3.890451450000000033e+00,2.062999999998815781e-04,4.560641000000487111e-02,-6.799868598999999847e+01,-7.071428670000000238e+01
3.981071710000000152e+00,2.160500000001341903e-04,4.666671000001088032e-02,-6.779885081000000469e+01,-7.051507789999999432e+01
4.073802780000000290e+00,2.262600000002557010e-04,4.775151999999138752e-02,-6.759902300000000253e+01,-7.031590610000000652e+01
4.168693829999999600e+00,2.369600000000637863e-04,4.886203000000932661e-02,-6.739920281000000557e+01,-7.011677299999999491e+01
4.265795190000000403e+00,2.481500000000025352e-04,4.999807999999461572e-02,-6.719939053999999601e+01,-6.991768020000000661e+01
4.365158319999999925e+00,2.598700000002729382e-04,5.116015999999490305e-02,-6.699958658999999273e+01,-6.971862950000000581e+01
4.466835920000000293e+00,2.721400000003093567e-04,5.234849999999369174e-02,-6.679979118999999343e+01,-6.951962290000000166e+01
4.570881899999999831e+00,2.849799999999902411e-04,5.356504000002360044e-02,-6.660000476000000447e+01,-6.932066229999999507e+01
4.677351409999999987e+00,2.984299999999606712e-04,5.481054000000540327e-02,-6.640022774999999911e+01,-6.912174980000000346e+01
4.786300920000000403e+00,3.125000000001598721e-04,5.608353999997461869e-02,-6.620046030999999687e+01,-6.892288739999999336e+01
4.897788189999999986e+00,3.272500000002231957e-04,5.738646000000358072e-02,-6.600070308000000807e+01,-6.872407739999999876e+01
5.011872340000000037e+00,3.426699999997673274e-04,5.871960999999714659e-02,-6.580095631999999739e+01,-6.852532220000000507e+01
5.128613839999999868e+00,3.588200000002039758e-04,6.008325000001946137e-02,-6.560122035000000551e+01,-6.832662419999999770e+01
