f_ghz,s21_msb_db,s21_lsb_db,s11_msb_db,s11_lsb_db,s22_db
1.096478199999999958e+00,8.369969920000000840e+00,2.393243220000000004e+00,-2.764639980000000108e+01,-2.897915060000000054e+01,-3.548672919999999920e+01
1.122018449999999889e+00,8.369981969999999549e+00,2.393283149999999804e+00,-2.763074239999999904e+01,-2.897309509999999833e+01,-3.545119480000000323e+01
1.148153619999999986e+00,8.369987619999999851e+00,2.393317929999999816e+00,-2.761441059999999936e+01,-2.896676509999999993e+01,-3.541429300000000069e+01
1.174897550000000068e+00,8.369986869999999968e+00,2.393347620000000120e+00,-2.759737790000000146e+01,-2.896014840000000135e+01,-3.537598359999999786e+01
1.202264430000000051e+00,8.369979730000000728e+00,2.393372299999999786e+00,-2.757961690000000132e+01,-2.895323240000000098e+01,-3.533622629999999987e+01
1.230268769999999900e+00,8.369966169999999650e+00,2.393391999999999964e+00,-2.756109920000000102e+01,-2.894600390000000090e+01,-3.529498060000000237e+01
1.258925410000000022e+00,8.369946179999999458e+00,2.393406779999999845e+00,-2.754179600000000150e+01,-2.893844909999999970e+01,-3.525220589999999987e+01
1.288249549999999966e+00,8.369919709999999569e+00,2.393416660000000196e+00,-2.752167749999999913e+01,-2.893055389999999960e+01,-3.520786160000000109e+01
1.318256740000000038e+00,8.369886700000000346e+00,2.393421679999999885e+00,-2.750071289999999991e+01,-2.892230340000000055e+01,-3.516190720000000169e+01
1.348962879999999975e+00,8.369847099999999429e+00,2.393421829999999861e+00,-2.747887090000000043e+01,-2.891368220000000022e+01,-3.511430239999999969e+01
1.380384260000000030e+00,8.369800800000000152e+00,2.393417120000000065e+00,-2.745611930000000100e+01,-2.890467440000000110e+01,-3.506500700000000137e+01
1.412537539999999980e+00,8.369747719999999447e+00,2.393407550000000050e+00,-2.743242520000000084e+01,-2.889526340000000104e+01,-3.501398139999999870e+01
1.445439769999999902e+00,8.369687750000000648e+00,2.393393090000000001e+00,-2.740775470000000169e+01,-2.888543179999999921e+01,-3.496118640000000255e+01
1.479108389999999940e+00,8.369620760000000104e+00,2.393373720000000038e+00,-2.738207350000000062e+01,-2.887516199999999955e+01,-3.490658330000000120e+01
1.513561249999999969e+00,8.369546610000000442e+00,2.393349390000000021e+00,-2.735534630000000078e+01,-2.886443530000000024e+01,-3.485013430000000056e+01
1.548816619999999977e+00,8.369465140000000858e+00,2.393320060000000193e+00,-2.732753729999999948e+01,-2.885323250000000073e+01,-3.479180209999999818e+01
1.584893190000000063e+00,8.369376190000000548e+00,2.393285660000000092e+00,-2.729860980000000126e+01,-2.884153380000000055e+01,-3.473155059999999850e+01
1.621810100000000032e+00,8.369279580000000607e+00,2.393246130000000083e+00,-2.726852680000000007e+01,-2.882931849999999940e+01,-3.466934460000000229e+01
1.659586910000000026e+00,8.369175090000000594e+00,2.393201390000000206e+00,-2.723725040000000064e+01,-2.881656530000000060e+01,-3.460515019999999708e+01
1.698243649999999993e+00,8.369062509999999122e+00,2.393151340000000182e+00,-2.720474240000000066e+01,-2.880325219999999931e+01,-3.453893450000000342e+01
1.737800830000000074e+00,8.368941599999999426e+00,2.393095880000000175e+00,-2.717096400000000145e+01,-2.878935630000000145e+01,-3.447066629999999776e+01
1.778279409999999894e+00,8.368812130000000238e+00,2.393034899999999965e+00,-2.713587580000000088e+01,-2.877485400000000126e+01,-3.440031549999999783e+01
